district,year,plan,winner,winner_plan,dem_share
50,1984,IL2,R,R,
51,1984,IL2,R,X,
52,1984,IL2,R,R,0.331
53,1984,IL2,R,R,
54,1984,IL2,D,D,
55,1984,IL2,R,R,0.363
56,1984,IL2,D,D,
57,1984,IL2,D,D,
58,1984,IL2,R,X,0.473
59,1984,IL2,D,D,
1,1986,IL2,D,D,
2,1986,IL2,D,D,0.732
3,1986,IL2,D,D,0.717
4,1986,IL2,D,D,
5,1986,IL2,D,D,0.802
6,1986,IL2,D,D,0.768
7,1986,IL2,R,X,
8,1986,IL2,D,D,0.759
9,1986,IL2,D,D,0.809
10,1986,IL2,D,D,
11,1986,IL2,D,D,0.789
12,1986,IL2,D,D,0.955
13,1986,IL2,D,D,
14,1986,IL2,D,D,0.694
15,1986,IL2,D,D,0.728
16,1986,IL2,D,D,
17,1986,IL2,D,D,0.839
18,1986,IL2,D,D,0.913
19,1986,IL2,R,R,
20,1986,IL2,R,R,0.287
21,1986,IL2,R,R,0.322
22,1986,IL2,R,R,
23,1986,IL2,R,R,0.309
24,1986,IL2,R,X,0.453
25,1986,IL2,R,R,
26,1986,IL2,D,D,0.713
27,1986,IL2,R,R,0.234
28,1986,IL2,R,R,
29,1986,IL2,R,R,0.396
30,1986,IL2,R,R,0.269
31,1986,IL2,R,R,
32,1986,IL2,R,R,0.239
33,1986,IL2,R,R,0.240
34,1986,IL2,D,D,
35,1986,IL2,R,R,0.348
36,1986,IL2,D,D,0.643
37,1986,IL2,R,R,
38,1986,IL2,D,D,0.516
39,1986,IL2,D,D,0.698
40,1986,IL2,R,R,
41,1986,IL2,R,R,0.271
42,1986,IL2,D,D,0.546
43,1986,IL2,D,D,
44,1986,IL2,R,R,0.265
45,1986,IL2,R,R,0.228
46,1986,IL2,D,D,
47,1986,IL2,R,R,0.358
48,1986,IL2,R,R,0.405
49,1986,IL2,D,D,
50,1986,IL2,R,R,0.387
51,1986,IL2,D,X,0.534
52,1986,IL2,R,R,
53,1986,IL2,R,R,0.363
54,1986,IL2,D,D,0.574
55,1986,IL2,R,R,
56,1986,IL2,D,D,0.740
57,1986,IL2,D,D,0.685
58,1986,IL2,R,X,
59,1986,IL2,D,D,0.716
1,1988,IL2,D,D,0.656
2,1988,IL2,D,D,
3,1988,IL2,D,D,0.707
4,1988,IL2,D,D,0.642
5,1988,IL2,D,D,
6,1988,IL2,D,D,0.750
7,1988,IL2,R,X,0.346
8,1988,IL2,D,D,
9,1988,IL2,D,D,0.822
10,1988,IL2,D,D,0.513
11,1988,IL2,D,D,
12,1988,IL2,D,D,0.959
13,1988,IL2,D,D,0.732
14,1988,IL2,D,D,
15,1988,IL2,D,D,0.602
16,1988,IL2,D,D,0.738
17,1988,IL2,D,D,
18,1988,IL2,D,D,0.849
19,1988,IL2,R,R,0.271
20,1988,IL2,R,R,
21,1988,IL2,R,R,0.311
22,1988,IL2,R,R,0.253
23,1988,IL2,R,R,
24,1988,IL2,R,X,0.440
25,1988,IL2,R,R,0.282
26,1988,IL2,D,D,
27,1988,IL2,R,R,0.205
28,1988,IL2,R,R,0.302
29,1988,IL2,R,R,
30,1988,IL2,R,R,0.249
31,1988,IL2,R,R,0.336
32,1988,IL2,R,R,
33,1988,IL2,R,R,0.237
34,1988,IL2,D,D,0.531
35,1988,IL2,R,R,
36,1988,IL2,D,D,0.684
37,1988,IL2,R,R,0.466
38,1988,IL2,D,D,
39,1988,IL2,D,D,0.626
40,1988,IL2,R,R,0.339
41,1988,IL2,R,R,
42,1988,IL2,D,D,0.508
43,1988,IL2,D,D,0.576
44,1988,IL2,R,R,
45,1988,IL2,R,R,0.201
46,1988,IL2,D,D,0.647
47,1988,IL2,R,R,
48,1988,IL2,R,R,0.396
49,1988,IL2,D,D,0.658
50,1988,IL2,R,R,
51,1988,IL2,D,X,0.626
52,1988,IL2,R,R,0.330
53,1988,IL2,R,R,
54,1988,IL2,D,D,0.608
55,1988,IL2,R,R,0.360
56,1988,IL2,D,D,
57,1988,IL2,D,D,0.695
58,1988,IL2,R,X,0.381
59,1988,IL2,D,D,
1,1990,IL2,D,D,
2,1990,IL2,D,D,0.784
3,1990,IL2,D,D,
4,1990,IL2,D,D,
5,1990,IL2,D,D,0.840
6,1990,IL2,D,D,
7,1990,IL2,R,X,
8,1990,IL2,D,D,0.738
9,1990,IL2,D,D,
10,1990,IL2,D,D,
11,1990,IL2,D,D,0.706
12,1990,IL2,D,D,
13,1990,IL2,D,D,
14,1990,IL2,D,D,0.653
15,1990,IL2,D,D,
16,1990,IL2,D,D,
17,1990,IL2,D,D,0.787
18,1990,IL2,D,D,
19,1990,IL2,R,R,
20,1990,IL2,R,R,0.332
21,1990,IL2,R,R,
22,1990,IL2,R,R,
23,1990,IL2,R,R,0.373
24,1990,IL2,R,X,
25,1990,IL2,R,R,
26,1990,IL2,D,D,0.721
27,1990,IL2,R,R,
28,1990,IL2,R,R,
29,1990,IL2,R,R,0.418
30,1990,IL2,R,R,
31,1990,IL2,R,R,
32,1990,IL2,R,R,0.292
33,1990,IL2,R,R,
34,1990,IL2,D,D,
35,1990,IL2,R,R,0.360
36,1990,IL2,D,D,
37,1990,IL2,R,R,
38,1990,IL2,D,D,0.561
39,1990,IL2,D,D,
40,1990,IL2,R,R,
41,1990,IL2,R,R,0.310
42,1990,IL2,D,D,
43,1990,IL2,D,D,
44,1990,IL2,R,R,0.316
45,1990,IL2,R,R,
46,1990,IL2,D,D,
47,1990,IL2,R,R,0.337
48,1990,IL2,R,R,
49,1990,IL2,D,D,
50,1990,IL2,R,R,0.483
51,1990,IL2,D,X,
52,1990,IL2,R,R,
53,1990,IL2,R,R,0.379
54,1990,IL2,D,D,
55,1990,IL2,R,R,
56,1990,IL2,D,D,0.694
57,1990,IL2,D,D,
58,1990,IL2,R,X,
59,1990,IL2,D,D,0.732
1,1992,IL3,D,D,0.817
2,1992,IL3,D,D,0.757
3,1992,IL3,D,D,0.809
4,1992,IL3,D,D,0.825
5,1992,IL3,D,D,0.811
6,1992,IL3,D,D,0.686
7,1992,IL3,R,R,0.484
8,1992,IL3,D,D,0.676
9,1992,IL3,D,D,0.754
10,1992,IL3,D,D,0.508
11,1992,IL3,D,D,0.748
12,1992,IL3,D,D,0.908
13,1992,IL3,D,D,0.819
14,1992,IL3,D,D,0.715
15,1992,IL3,D,D,0.825
16,1992,IL3,D,D,0.796
17,1992,IL3,D,D,0.676
18,1992,IL3,R,X,0.420
19,1992,IL3,R,R,0.366
20,1992,IL3,R,R,0.277
21,1992,IL3,R,R,0.372
22,1992,IL3,R,R,0.290
23,1992,IL3,R,R,0.365
24,1992,IL3,R,R,0.481
25,1992,IL3,R,R,0.379
26,1992,IL3,R,R,0.393
27,1992,IL3,R,R,0.324
28,1992,IL3,R,R,0.389
29,1992,IL3,D,X,0.523
30,1992,IL3,R,X,0.448
31,1992,IL3,R,R,0.292
32,1992,IL3,R,R,0.378
33,1992,IL3,R,R,0.349
34,1992,IL3,R,R,0.464
35,1992,IL3,R,R,0.451
36,1992,IL3,D,D,0.609
37,1992,IL3,R,R,0.455
38,1992,IL3,D,D,0.585
39,1992,IL3,R,R,0.393
40,1992,IL3,R,X,0.464
41,1992,IL3,R,R,0.373
42,1992,IL3,R,R,0.433
43,1992,IL3,D,D,0.588
44,1992,IL3,R,R,0.353
45,1992,IL3,R,R,0.328
46,1992,IL3,D,D,0.671
47,1992,IL3,R,R,0.362
48,1992,IL3,R,R,0.349
49,1992,IL3,D,D,0.569
50,1992,IL3,R,R,0.347
51,1992,IL3,D,X,0.598
52,1992,IL3,R,R,0.423
53,1992,IL3,R,R,0.370
54,1992,IL3,D,D,0.534
55,1992,IL3,R,R,0.446
56,1992,IL3,D,D,0.649
57,1992,IL3,D,D,0.754
58,1992,IL3,R,R,0.483
59,1992,IL3,D,D,0.545
1,1994,IL3,D,D,
2,1994,IL3,D,D,0.867
3,1994,IL3,D,D,
4,1994,IL3,D,D,
5,1994,IL3,D,D,0.929
6,1994,IL3,D,D,
7,1994,IL3,R,R,
8,1994,IL3,D,D,0.712
9,1994,IL3,D,D,
10,1994,IL3,D,D,
11,1994,IL3,D,D,0.768
12,1994,IL3,D,D,
13,1994,IL3,D,D,
14,1994,IL3,D,D,0.777
15,1994,IL3,D,D,
16,1994,IL3,D,D,
17,1994,IL3,D,D,0.754
18,1994,IL3,R,X,
19,1994,IL3,R,R,
20,1994,IL3,R,R,0.245
21,1994,IL3,R,R,
22,1994,IL3,R,R,
23,1994,IL3,R,R,0.308
24,1994,IL3,R,R,
25,1994,IL3,R,R,
26,1994,IL3,R,R,0.272
27,1994,IL3,R,R,
28,1994,IL3,R,R,
29,1994,IL3,R,X,0.462
30,1994,IL3,R,X,
31,1994,IL3,R,R,
32,1994,IL3,R,R,0.270
33,1994,IL3,R,R,
34,1994,IL3,R,R,
35,1994,IL3,R,R,0.340
36,1994,IL3,D,D,
37,1994,IL3,R,R,
38,1994,IL3,D,D,0.503
39,1994,IL3,R,R,
40,1994,IL3,R,X,
41,1994,IL3,R,R,0.266
42,1994,IL3,R,R,
43,1994,IL3,D,D,
44,1994,IL3,R,R,0.236
45,1994,IL3,R,R,
46,1994,IL3,D,D,
47,1994,IL3,R,R,0.254
48,1994,IL3,R,R,
49,1994,IL3,D,D,
50,1994,IL3,R,R,0.272
51,1994,IL3,D,X,
52,1994,IL3,R,R,
53,1994,IL3,R,R,0.302
54,1994,IL3,D,D,
55,1994,IL3,R,R,
56,1994,IL3,D,D,0.575
57,1994,IL3,D,D,
58,1994,IL3,R,R,
59,1994,IL3,D,D,0.560
1,1996,IL3,D,D,0.848
2,1996,IL3,D,D,
3,1996,IL3,D,D,0.873
4,1996,IL3,D,D,0.885
5,1996,IL3,D,D,
6,1996,IL3,D,D,0.706
7,1996,IL3,R,R,0.486
8,1996,IL3,D,D,
9,1996,IL3,D,D,0.850
10,1996,IL3,D,D,0.509
11,1996,IL3,D,D,
12,1996,IL3,D,D,0.932
13,1996,IL3,D,D,0.940
14,1996,IL3,D,D,
15,1996,IL3,D,D,0.884
16,1996,IL3,D,D,0.893
17,1996,IL3,D,D,
18,1996,IL3,D,X,0.593
19,1996,IL3,R,R,0.416
20,1996,IL3,R,R,
21,1996,IL3,R,R,0.349
22,1996,IL3,R,R,0.423
23,1996,IL3,R,R,
24,1996,IL3,R,R,0.499
25,1996,IL3,R,R,0.355
26,1996,IL3,R,R,
27,1996,IL3,R,R,0.410
28,1996,IL3,R,R,0.412
29,1996,IL3,R,X,
30,1996,IL3,D,X,0.507
31,1996,IL3,R,R,0.360
32,1996,IL3,R,R,
33,1996,IL3,R,R,0.330
34,1996,IL3,R,R,0.379
35,1996,IL3,R,R,
36,1996,IL3,D,D,0.630
37,1996,IL3,R,R,0.374
38,1996,IL3,D,D,
39,1996,IL3,R,R,0.382
40,1996,IL3,D,X,0.556
41,1996,IL3,R,R,
42,1996,IL3,R,R,0.408
43,1996,IL3,D,D,0.661
44,1996,IL3,R,R,
45,1996,IL3,R,R,0.340
46,1996,IL3,D,D,0.640
47,1996,IL3,R,R,
48,1996,IL3,R,R,0.336
49,1996,IL3,D,D,0.550
50,1996,IL3,R,R,
51,1996,IL3,D,X,0.677
52,1996,IL3,R,R,0.419
53,1996,IL3,R,R,
54,1996,IL3,D,D,0.630
55,1996,IL3,R,R,0.322
56,1996,IL3,D,D,
57,1996,IL3,D,D,0.700
58,1996,IL3,R,R,0.499
59,1996,IL3,D,D,
1,1998,IL3,D,D,0.832
2,1998,IL3,D,D,0.865
3,1998,IL3,D,D,
4,1998,IL3,D,D,0.872
5,1998,IL3,D,D,0.947
6,1998,IL3,D,D,
7,1998,IL3,R,R,0.427
8,1998,IL3,D,D,0.683
9,1998,IL3,D,D,
10,1998,IL3,D,D,0.511
11,1998,IL3,D,D,0.853
12,1998,IL3,D,D,
13,1998,IL3,D,D,0.892
14,1998,IL3,D,D,0.864
15,1998,IL3,D,D,
16,1998,IL3,D,D,0.905
17,1998,IL3,D,D,0.767
18,1998,IL3,D,X,
19,1998,IL3,R,R,0.432
20,1998,IL3,R,R,0.297
21,1998,IL3,R,R,
22,1998,IL3,R,R,0.374
23,1998,IL3,R,R,0.308
24,1998,IL3,R,R,
25,1998,IL3,R,R,0.317
26,1998,IL3,R,R,0.312
27,1998,IL3,R,R,
28,1998,IL3,R,R,0.400
29,1998,IL3,R,X,0.455
30,1998,IL3,D,X,
31,1998,IL3,R,R,0.339
32,1998,IL3,R,R,0.262
33,1998,IL3,R,R,
34,1998,IL3,R,R,0.366
35,1998,IL3,R,R,0.365
36,1998,IL3,D,D,
37,1998,IL3,R,R,0.345
38,1998,IL3,D,D,0.530
39,1998,IL3,R,R,
40,1998,IL3,D,X,0.657
41,1998,IL3,R,R,0.295
42,1998,IL3,R,R,
43,1998,IL3,D,D,0.639
44,1998,IL3,R,R,0.267
45,1998,IL3,R,R,
46,1998,IL3,D,D,0.674
47,1998,IL3,R,R,0.301
48,1998,IL3,R,R,
49,1998,IL3,D,D,0.569
50,1998,IL3,R,R,0.279
51,1998,IL3,D,X,
52,1998,IL3,R,R,0.388
53,1998,IL3,R,R,0.286
54,1998,IL3,D,D,
55,1998,IL3,R,R,0.307
56,1998,IL3,D,D,0.604
57,1998,IL3,D,D,
58,1998,IL3,R,R,0.455
59,1998,IL3,D,D,0.589
1,2000,IL3,D,D,
2,2000,IL3,D,D,
3,2000,IL3,D,D,0.879
4,2000,IL3,D,D,
5,2000,IL3,D,D,
6,2000,IL3,D,D,0.699
7,2000,IL3,R,R,
8,2000,IL3,D,D,
9,2000,IL3,D,D,0.818
10,2000,IL3,D,D,
11,2000,IL3,D,D,
12,2000,IL3,D,D,0.936
13,2000,IL3,D,D,
14,2000,IL3,D,D,
15,2000,IL3,D,D,0.879
16,2000,IL3,D,D,
17,2000,IL3,D,D,
18,2000,IL3,R,X,0.428
19,2000,IL3,R,R,
20,2000,IL3,R,R,
21,2000,IL3,R,R,0.351
22,2000,IL3,R,R,
23,2000,IL3,R,R,
24,2000,IL3,R,R,0.483
25,2000,IL3,R,R,
26,2000,IL3,R,R,
27,2000,IL3,R,R,0.493
28,2000,IL3,R,R,
29,2000,IL3,R,X,
30,2000,IL3,D,X,0.554
31,2000,IL3,R,R,
32,2000,IL3,R,R,
33,2000,IL3,R,R,0.332
34,2000,IL3,R,R,
35,2000,IL3,R,R,
36,2000,IL3,D,D,0.625
37,2000,IL3,R,R,
38,2000,IL3,D,D,
39,2000,IL3,R,R,0.365
40,2000,IL3,D,X,
41,2000,IL3,R,R,
42,2000,IL3,R,R,0.362
43,2000,IL3,D,D,
44,2000,IL3,R,R,
45,2000,IL3,R,R,0.267
46,2000,IL3,D,D,
47,2000,IL3,R,R,
48,2000,IL3,R,R,0.305
49,2000,IL3,D,D,
50,2000,IL3,R,R,
51,2000,IL3,R,X,0.293
52,2000,IL3,R,R,
53,2000,IL3,R,R,
54,2000,IL3,D,D,0.541
55,2000,IL3,R,R,
56,2000,IL3,D,D,
57,2000,IL3,D,D,0.750
58,2000,IL3,R,R,
59,2000,IL3,D,D,
1,2002,IL4,D,D,0.831
2,2002,IL4,D,D,0.816
3,2002,IL4,D,D,0.853
4,2002,IL4,D,D,0.847
5,2002,IL4,D,D,0.756
6,2002,IL4,D,D,0.759
7,2002,IL4,D,D,0.823
8,2002,IL4,D,D,0.693
9,2002,IL4,D,D,0.630
10,2002,IL4,D,D,0.522
11,2002,IL4,D,D,0.622
12,2002,IL4,D,D,0.636
13,2002,IL4,D,D,0.877
14,2002,IL4,D,D,0.805
15,2002,IL4,,D,
16,2002,IL4,D,D,0.889
17,2002,IL4,D,D,0.860
18,2002,IL4,D,D,0.692
19,2002,IL4,D,D,0.670
20,2002,IL4,D,D,0.743
21,2002,IL4,R,R,0.381
22,2002,IL4,R,X,0.434
23,2002,IL4,R,R,0.400
24,2002,IL4,R,R,0.298
25,2002,IL4,R,R,0.334
26,2002,IL4,R,R,0.407
27,2002,IL4,R,R,0.401
28,2002,IL4,R,R,0.321
29,2002,IL4,D,D,0.560
30,2002,IL4,D,D,0.585
31,2002,IL4,R,X,0.310
32,2002,IL4,R,R,0.300
33,2002,IL4,R,X,0.491
34,2002,IL4,R,R,0.435
35,2002,IL4,R,R,0.376
36,2002,IL4,D,D,0.610
37,2002,IL4,R,R,0.465
38,2002,IL4,D,X,0.576
39,2002,IL4,D,D,0.669
40,2002,IL4,D,D,0.641
41,2002,IL4,R,R,0.277
42,2002,IL4,R,X,0.367
43,2002,IL4,D,D,0.680
44,2002,IL4,R,R,0.365
45,2002,IL4,R,R,0.354
46,2002,IL4,D,D,0.594
47,2002,IL4,D,D,0.515
48,2002,IL4,R,R,0.455
49,2002,IL4,D,X,0.545
50,2002,IL4,R,R,0.291
51,2002,IL4,R,R,0.406
52,2002,IL4,R,X,0.495
53,2002,IL4,R,R,0.350
54,2002,IL4,R,R,0.464
55,2002,IL4,R,R,0.380
56,2002,IL4,D,D,0.544
57,2002,IL4,D,D,0.672
58,2002,IL4,R,R,0.375
59,2002,IL4,D,D,0.696
1,2004,IL4,D,D,
2,2004,IL4,D,D,0.926
3,2004,IL4,D,D,
4,2004,IL4,D,D,
5,2004,IL4,D,D,0.857
6,2004,IL4,D,D,
7,2004,IL4,D,D,
8,2004,IL4,D,D,0.717
9,2004,IL4,D,D,
10,2004,IL4,D,D,
11,2004,IL4,D,D,0.694
12,2004,IL4,D,D,
13,2004,IL4,D,D,
14,2004,IL4,D,D,0.916
15,2004,IL4,,D,
16,2004,IL4,D,D,
17,2004,IL4,D,D,0.958
18,2004,IL4,D,D,
19,2004,IL4,D,D,
20,2004,IL4,D,D,0.894
21,2004,IL4,R,R,
22,2004,IL4,R,X,
23,2004,IL4,R,R,0.446
24,2004,IL4,R,R,
25,2004,IL4,R,R,
26,2004,IL4,R,R,0.389
27,2004,IL4,R,R,
28,2004,IL4,R,R,
29,2004,IL4,D,D,0.707
30,2004,IL4,D,D,
31,2004,IL4,R,X,
32,2004,IL4,R,R,0.378
33,2004,IL4,R,X,
34,2004,IL4,R,R,
35,2004,IL4,R,R,0.336
36,2004,IL4,D,D,
37,2004,IL4,R,R,
38,2004,IL4,R,X,0.476
39,2004,IL4,D,D,
40,2004,IL4,D,D,
41,2004,IL4,R,R,0.275
42,2004,IL4,R,X,
43,2004,IL4,D,D,
44,2004,IL4,R,R,0.284
45,2004,IL4,R,R,
46,2004,IL4,D,D,
47,2004,IL4,D,D,0.618
48,2004,IL4,R,R,
49,2004,IL4,D,X,
50,2004,IL4,R,R,0.216
51,2004,IL4,R,R,
52,2004,IL4,R,X,
53,2004,IL4,R,R,0.234
54,2004,IL4,R,R,
55,2004,IL4,R,R,
56,2004,IL4,D,D,0.659
57,2004,IL4,D,D,
58,2004,IL4,R,R,
59,2004,IL4,D,D,0.527
1,2006,IL4,D,D,0.882
2,2006,IL4,D,D,
3,2006,IL4,D,D,0.898
4,2006,IL4,D,D,0.885
5,2006,IL4,D,D,
6,2006,IL4,D,D,0.811
7,2006,IL4,D,D,0.868
8,2006,IL4,D,D,
9,2006,IL4,D,D,0.731
10,2006,IL4,D,D,0.594
11,2006,IL4,D,D,
12,2006,IL4,D,D,0.778
13,2006,IL4,D,D,0.896
14,2006,IL4,D,D,
15,2006,IL4,D,D,0.842
16,2006,IL4,D,D,0.922
17,2006,IL4,D,D,
18,2006,IL4,D,D,0.701
19,2006,IL4,D,D,0.768
20,2006,IL4,D,D,
21,2006,IL4,R,R,0.391
22,2006,IL4,D,X,0.539
23,2006,IL4,R,R,
24,2006,IL4,R,R,0.387
25,2006,IL4,R,R,0.350
26,2006,IL4,R,R,
27,2006,IL4,R,R,0.474
28,2006,IL4,R,R,0.453
29,2006,IL4,D,D,
30,2006,IL4,D,D,0.630
31,2006,IL4,D,X,0.509
32,2006,IL4,R,R,
33,2006,IL4,D,X,0.513
34,2006,IL4,R,R,0.444
35,2006,IL4,R,R,
36,2006,IL4,D,D,0.610
37,2006,IL4,R,R,0.402
38,2006,IL4,R,X,
39,2006,IL4,D,D,0.767
40,2006,IL4,D,D,0.699
41,2006,IL4,R,R,
42,2006,IL4,D,X,0.524
43,2006,IL4,D,D,0.702
44,2006,IL4,R,R,
45,2006,IL4,R,R,0.378
46,2006,IL4,D,D,0.576
47,2006,IL4,D,D,
48,2006,IL4,R,R,0.488
49,2006,IL4,D,X,0.597
50,2006,IL4,R,R,
51,2006,IL4,R,R,0.385
52,2006,IL4,D,X,0.505
53,2006,IL4,R,R,
54,2006,IL4,R,R,0.349
55,2006,IL4,R,R,0.351
56,2006,IL4,D,D,
57,2006,IL4,D,D,0.722
58,2006,IL4,R,R,0.410
59,2006,IL4,D,D,
1,2008,IL4,D,D,
2,2008,IL4,D,D,0.833
3,2008,IL4,D,D,0.889
4,2008,IL4,D,D,
5,2008,IL4,D,D,0.860
6,2008,IL4,D,D,0.775
7,2008,IL4,D,D,
8,2008,IL4,D,D,0.698
9,2008,IL4,D,D,0.709
10,2008,IL4,D,D,
11,2008,IL4,D,D,0.708
12,2008,IL4,D,D,0.783
13,2008,IL4,D,D,
14,2008,IL4,D,D,0.801
15,2008,IL4,D,D,0.844
16,2008,IL4,D,D,
17,2008,IL4,D,D,0.904
18,2008,IL4,D,D,0.662
19,2008,IL4,D,D,
20,2008,IL4,D,D,0.834
21,2008,IL4,R,R,0.324
22,2008,IL4,D,X,
23,2008,IL4,R,R,0.417
24,2008,IL4,R,R,0.362
25,2008,IL4,R,R,
26,2008,IL4,R,R,0.379
27,2008,IL4,R,R,0.416
28,2008,IL4,R,R,
29,2008,IL4,D,D,0.671
30,2008,IL4,D,D,0.647
31,2008,IL4,D,X,
32,2008,IL4,R,R,0.364
33,2008,IL4,D,X,0.600
34,2008,IL4,R,R,
35,2008,IL4,R,R,0.410
36,2008,IL4,D,D,0.588
37,2008,IL4,R,R,
38,2008,IL4,R,X,0.381
39,2008,IL4,D,D,0.767
40,2008,IL4,D,D,
41,2008,IL4,R,R,0.364
42,2008,IL4,D,X,0.546
43,2008,IL4,D,D,
44,2008,IL4,R,R,0.314
45,2008,IL4,R,R,0.368
46,2008,IL4,D,D,
47,2008,IL4,D,D,0.527
48,2008,IL4,R,R,0.402
49,2008,IL4,D,X,
50,2008,IL4,R,R,0.223
51,2008,IL4,R,R,0.335
52,2008,IL4,D,X,
53,2008,IL4,R,R,0.264
54,2008,IL4,R,R,0.299
55,2008,IL4,R,R,
56,2008,IL4,D,D,0.601
57,2008,IL4,D,D,0.696
58,2008,IL4,R,R,
59,2008,IL4,D,D,0.515
1,2010,IL4,D,D,0.843
2,2010,IL4,D,D,
3,2010,IL4,D,D,
4,2010,IL4,D,D,0.874
5,2010,IL4,D,D,
6,2010,IL4,D,D,
7,2010,IL4,D,D,0.837
8,2010,IL4,D,D,
9,2010,IL4,D,D,
10,2010,IL4,D,D,0.554
11,2010,IL4,D,D,
12,2010,IL4,D,D,
13,2010,IL4,D,D,0.888
14,2010,IL4,D,D,
15,2010,IL4,D,D,
16,2010,IL4,D,D,0.900
17,2010,IL4,D,D,
18,2010,IL4,D,D,
19,2010,IL4,D,D,0.668
20,2010,IL4,D,D,
21,2010,IL4,R,R,
22,2010,IL4,D,X,0.508
23,2010,IL4,R,R,
24,2010,IL4,R,R,
25,2010,IL4,R,R,0.307
26,2010,IL4,R,R,
27,2010,IL4,R,R,
28,2010,IL4,R,R,0.369
29,2010,IL4,D,D,
30,2010,IL4,D,D,
31,2010,IL4,R,X,0.465
32,2010,IL4,R,R,
33,2010,IL4,D,X,
34,2010,IL4,R,R,0.474
35,2010,IL4,R,R,
36,2010,IL4,D,D,
37,2010,IL4,R,R,0.345
38,2010,IL4,R,X,
39,2010,IL4,D,D,
40,2010,IL4,D,D,0.552
41,2010,IL4,R,R,
42,2010,IL4,D,X,
43,2010,IL4,D,D,0.612
44,2010,IL4,R,R,
45,2010,IL4,R,R,
46,2010,IL4,D,D,0.566
47,2010,IL4,D,D,
48,2010,IL4,R,R,
49,2010,IL4,R,X,0.486
50,2010,IL4,R,R,
51,2010,IL4,R,R,
52,2010,IL4,D,X,0.614
53,2010,IL4,R,R,
54,2010,IL4,R,R,
55,2010,IL4,R,R,0.281
56,2010,IL4,D,D,
57,2010,IL4,D,D,
58,2010,IL4,R,R,0.377
59,2010,IL4,D,D,
1,2012,IL5,D,D,0.749
2,2012,IL5,D,D,0.756
3,2012,IL5,D,D,0.773
4,2012,IL5,D,D,0.751
5,2012,IL5,D,D,0.741
6,2012,IL5,D,D,0.680
7,2012,IL5,D,D,0.767
8,2012,IL5,D,D,0.652
9,2012,IL5,D,D,0.666
10,2012,IL5,D,D,0.523
11,2012,IL5,D,D,0.695
12,2012,IL5,D,D,0.653
13,2012,IL5,D,D,0.782
14,2012,IL5,D,D,0.728
15,2012,IL5,D,D,0.700
16,2012,IL5,D,D,0.744
17,2012,IL5,D,D,0.745
18,2012,IL5,D,D,0.637
19,2012,IL5,D,D,0.622
20,2012,IL5,D,D,0.752
21,2012,IL5,R,X,0.511
22,2012,IL5,D,D,0.650
23,2012,IL5,D,D,0.512
24,2012,IL5,R,X,0.341
25,2012,IL5,R,X,0.425
26,2012,IL5,R,R,0.371
27,2012,IL5,R,X,0.394
28,2012,IL5,D,D,0.573
29,2012,IL5,D,D,0.544
30,2012,IL5,D,D,0.666
31,2012,IL5,D,D,0.514
32,2012,IL5,R,R,0.386
33,2012,IL5,R,R,0.497
34,2012,IL5,D,D,0.628
35,2012,IL5,R,R,0.423
36,2012,IL5,D,X,0.548
37,2012,IL5,R,R,0.441
38,2012,IL5,R,R,0.462
39,2012,IL5,D,D,0.709
40,2012,IL5,D,D,0.598
41,2012,IL5,R,R,0.439
42,2012,IL5,D,D,0.646
43,2012,IL5,D,D,0.691
44,2012,IL5,R,R,0.365
45,2012,IL5,R,R,0.388
46,2012,IL5,D,D,0.542
47,2012,IL5,D,X,0.564
48,2012,IL5,D,D,0.553
49,2012,IL5,D,D,0.532
50,2012,IL5,R,R,0.372
51,2012,IL5,R,R,0.392
52,2012,IL5,D,D,0.648
53,2012,IL5,R,R,0.410
54,2012,IL5,R,R,0.378
55,2012,IL5,R,R,0.308
56,2012,IL5,D,D,0.588
57,2012,IL5,D,D,0.600
58,2012,IL5,R,R,0.395
59,2012,IL5,D,X,0.591
1,2014,IL5,D,D,
2,2014,IL5,D,D,
3,2014,IL5,D,D,0.827
4,2014,IL5,D,D,
5,2014,IL5,D,D,
6,2014,IL5,D,D,0.663
7,2014,IL5,D,D,
8,2014,IL5,D,D,
9,2014,IL5,D,D,0.699
10,2014,IL5,D,D,
11,2014,IL5,D,D,
12,2014,IL5,D,D,0.714
13,2014,IL5,D,D,
14,2014,IL5,D,D,
15,2014,IL5,D,D,0.784
16,2014,IL5,D,D,
17,2014,IL5,D,D,
18,2014,IL5,D,D,0.583
19,2014,IL5,D,D,
20,2014,IL5,D,D,
21,2014,IL5,R,X,0.412
22,2014,IL5,D,D,
23,2014,IL5,D,D,
24,2014,IL5,R,X,0.397
25,2014,IL5,R,X,
26,2014,IL5,R,R,
27,2014,IL5,R,X,0.378
28,2014,IL5,D,D,
29,2014,IL5,D,D,
30,2014,IL5,D,D,0.592
31,2014,IL5,D,D,
32,2014,IL5,R,R,
33,2014,IL5,R,R,0.398
34,2014,IL5,D,D,
35,2014,IL5,R,R,
36,2014,IL5,R,X,0.457
37,2014,IL5,R,R,
38,2014,IL5,R,R,
39,2014,IL5,D,D,0.749
40,2014,IL5,D,D,
41,2014,IL5,R,R,
42,2014,IL5,D,D,0.674
43,2014,IL5,D,D,
44,2014,IL5,R,R,
45,2014,IL5,R,R,0.296
46,2014,IL5,D,D,
47,2014,IL5,D,X,
48,2014,IL5,D,D,0.556
49,2014,IL5,D,D,
